연도,학제,고등학교 유형,시도,교육지원청,행정구역,학교명,본분교,학교상태,설립구분,우편번호,주소,홈페이지,학급수,학생수,교원수
2015,고등학교,일반고,제주,제주,제주시,오현고등학교,본교,기존(원)교,사립,690-061,제주특별자치도 제주시 일주동로 101 (화북일동.오현고등학교),http://www.ohyun.hs.kr,31,"1,225",60
2015,고등학교,일반고,제주,제주,제주시,대기고등학교,본교,기존(원)교,사립,690-090,제주특별자치도 제주시 번영로 453-6 (봉개동),http://www.daykey.hs.kr,30,"1,174",57
2015,고등학교,일반고,제주,제주,제주시,영주고등학교,본교,기존(원)교,사립,690-130,제주특별자치도 제주시 첨단동길 92 (월평동.영주고등학교),http://www.jyj.hs.kr,24,826,50
2015,고등학교,일반고,제주,제주,제주시,남녕고등학교,본교,기존(원)교,사립,690-818,제주특별자치도 제주시 도령로 55 (연동.남녕고등학교),http://www.namnyeong.hs.kr,36,"1,435",70
2015,고등학교,일반고,제주,제주,제주시,제주중앙여자고등학교,본교,기존(원)교,공립,690-851,제주특별자치도 제주시 구남동5길 11 (이도이동),http://www.jejujungang.hs.kr,37,"1,399",71
2015,고등학교,일반고,제주,제주,제주시,한림고등학교,본교,기존(원)교,공립,695-929,제주특별자치도 제주시 한림읍 월계로 74 (한림읍.한림고등학교),http://www.hallim.hs.kr,21,645,45
2015,고등학교,일반고,제주,제주,제주시,신성여자고등학교,본교,기존(원)교,사립,690-140,제주특별자치도 제주시 아봉로 174-1 (영평동. 신성여자고등학교),http://www.shinseong.hs.kr,30,"1,193",56
2015,고등학교,일반고,제주,제주,제주시,제주중앙고등학교,본교,기존(원)교,사립,690-130,제주특별자치도 제주시 아봉로 323 (월평동),http://www.jja.hs.kr,30,"1,035",56
2015,고등학교,일반고,제주,제주,제주시,애월고등학교,본교,기존(원)교,공립,695-913,제주특별자치도 제주시 애월읍 일주서로 6372-20 (애월읍.애월고등학교),http://www.aewol.hs.kr,18,521,37
2015,고등학교,일반고,제주,제주,제주시,제주대학교사범대학부설고등학교,본교,기존(원)교,국립,690-043,제주특별자치도 제주시 용담로 65 (용담삼동),http://www.jnuh.hs.kr,26,965,63
2015,고등학교,일반고,제주,제주,제주시,함덕고등학교,본교,기존(원)교,공립,695-969,제주특별자치도 제주시 조천읍 신흥로 9 (조천읍. 함덕고등학교),http://www.hamdeok.hs.kr,21,527,46
2015,고등학교,일반고,제주,제주,제주시,세화고등학교,본교,기존(원)교,공립,695-973,제주특별자치도 제주시 구좌읍 세종로 26 (구좌읍.세화고등학교),http://www.sehwa.hs.kr,24,752,49
2015,고등학교,일반고,제주,제주,제주시,제주제일고등학교,본교,기존(원)교,공립,690-707,제주특별자치도 제주시 진군길 22 (노형동.제주제일고등학교),http://www.jejujeil.hs.kr,39,"1,469",86
2015,고등학교,일반고,제주,제주,제주시,제주여자고등학교,본교,기존(원)교,사립,690-121,제주특별자치도 제주시 구산로 50 (아라일동.제주여자고등학교),http://www.jeju-g.hs.kr,25,989,53
2015,고등학교,일반고,충남,충남,계룡시,계룡고등학교,본교,기존(원)교,공립,321-912,충청남도 계룡시 두마면 서금암로 89 (두마면.계룡고등학교),http://grhs.cnehs.kr,21,594,46
2015,고등학교,일반고,충남,충남,공주시,한일고등학교,본교,기존(원)교,사립,314-714,충청남도 공주시 정안면 어물길 81 (정안면.한일고등학교),http://www.hanilgo.cnehs.kr,15,477,35
2015,고등학교,일반고,충남,충남,공주시,공주금성여자고등학교,본교,기존(원)교,사립,314-020,충청남도 공주시 무령로 103 (웅진동.공주금성여자고등학교),ksgh.cnehs.kr,24,676,48
2015,고등학교,일반고,충남,충남,공주시,공주고등학교,본교,기존(원)교,공립,314-070,충청남도 공주시 공주고담길 2 (중학동.공주고등학교),http://www.kongjugo.cnehs.kr,27,834,58
2015,고등학교,일반고,충남,충남,공주시,공주대학교사범대학부설고등학교,본교,기존(원)교,국립,314-801,충청남도 공주시 봉황로 75 (반죽동. 공주대학교사범대학부설고등학교),http://www.woollim.hs.kr,19,591,47
2015,고등학교,일반고,충남,충남,공주시,공주여자고등학교,본교,기존(원)교,공립,314-080,충청남도 공주시 공주여고길 14-1 (금학동.공주여자고등학교),http://www.gongju-gh.cnehs.kr,24,737,52
2015,고등학교,일반고,충남,충남,공주시,공주영명고등학교,본교,기존(원)교,사립,314-050,충청남도 공주시 영명학당2길 33 (중동.공주영명중고등학교),http://www.ymhigh.cnehs.kr,21,557,44
2015,고등학교,일반고,충남,충남,금산군,금산여자고등학교,본교,기존(원)교,공립,312-805,충청남도 금산군 금산읍 인삼로 21 (금산읍.금산여자고등학교),http://www.geumsan-g.cnehs.kr,15,432,36
2015,고등학교,일반고,충남,충남,금산군,금산고등학교,본교,기존(원)교,공립,312-807,충청남도 금산군 금산읍 탑선길 5 (금산읍.금산중고등학교),http://www.kumsan.cnehs.kr,18,511,43
2015,고등학교,일반고,충남,충남,논산시,논산여자고등학교,본교,기존(원)교,공립,320-804,충청남도 논산시 중앙로 325 (취암동),http://nsghs.hs.kr,17,450,37
2015,고등학교,일반고,충남,충남,논산시,쌘뽈여자고등학교,본교,기존(원)교,사립,320-080,충청남도 논산시 시민로 411 (부창동.쌘뽈여중고등학교),http://www.stpaul.cnehs.kr,18,524,37
2015,고등학교,일반고,충남,충남,논산시,연무고등학교,본교,기존(원)교,사립,320-830,충청남도 논산시 연무읍 동안로887번길 5 (연무읍.연무고등학교),http://yeonmu.cnehs.kr,18,530,37
2015,고등학교,일반고,충남,충남,논산시,건양대학교병설건양고등학교,본교,기존(원)교,사립,320-852,충청남도 논산시 양촌면 황산벌로 486-21 . 건양대학교병설건양고등학교 (양촌면.건양고등학교),http://konyang.cnehs.kr,12,323,28
2015,고등학교,일반고,충남,충남,논산시,논산대건고등학교,본교,기존(원)교,사립,320-060,충청남도 논산시 논산대로 119 . 논산대건고등학교 (등화동),http://www.nonsandaegeon.cnehs.kr,24,723,49
2015,고등학교,일반고,충남,충남,당진시,신평고등학교,본교,기존(원)교,사립,343-811,충청남도 당진시 신평면 서해로 7076 신평고등학교,http://sp.cnehs.kr,18,651,41
2015,고등학교,일반고,충남,충남,당진시,호서고등학교,본교,기존(원)교,사립,343-920,충청남도 당진시 밤절로 2-13 (읍내동),http://hoseo.cnehs.kr,30,"1,127",59
2015,고등학교,일반고,충남,충남,당진시,송악고등학교,본교,기존(원)교,사립,343-822,충청남도 당진시 송악읍 송악로 165 (송악읍.송악중고교),http://www.songak.cnehs.kr,12,405,28
2015,고등학교,일반고,충남,충남,당진시,당진고등학교,본교,기존(원)교,공립,343-806,충청남도 당진시 당진읍 백암로 219-20 (채운동),http://www.dangjin.hs.kr/,29,891,55
2015,고등학교,일반고,충남,충남,당진시,합덕여자고등학교,본교,기존(원)교,공립,343-903,충청남도 당진시 합덕읍 면천로 1583 합덕여자고등학교,http://www.hapduk.cnehs.kr,6,153,19
2015,고등학교,일반고,충남,충남,당진시,서야고등학교,본교,기존(원)교,사립,343-906,충청남도 당진시 합덕읍 덕평로 335 (합덕읍),http://seo-ya.cnehs.kr,12,356,28
2015,고등학교,일반고,충남,충남,보령시,웅천고등학교,본교,기존(원)교,공립,355-853,충청남도 보령시 웅천읍 방축길 87 (웅천읍),http://www.uc.cnehs.kr,11,300,30
2015,고등학교,일반고,충남,충남,보령시,대천고등학교,본교,기존(원)교,공립,355-120,충청남도 보령시 대고로 58 (죽정동.체육관동),http//www.daechon.hs.kr/,26,736,55
2015,고등학교,일반고,충남,충남,보령시,대천여자고등학교,본교,기존(원)교,공립,355-931,충청남도 보령시 중앙로 264 (대천동.대천여자고등학교),http://www.dcgirls.hs.kr,26,747,54
2015,고등학교,일반고,충남,충남,부여군,부여여자고등학교,본교,기존(원)교,공립,323-808,충청남도 부여군 부여읍 부소로 47 (부여읍.부여여자고등학교),http://buyeoyeo.cnehs.kr,21,599,46
2015,고등학교,일반고,충남,충남,부여군,부여고등학교,본교,기존(원)교,공립,323-802,충청남도 부여군 부여읍 금성로91번길 3 (부여읍.부여고등학교),http://buyeo.cnehs.kr,28,776,59
2015,고등학교,일반고,충남,충남,서산시,서산고등학교,본교,기존(원)교,공립,356-826,충청남도 서산시 해미면 서문3길 37 (해미면.서산고등학교),http://seosan.cnehs.kr,16,477,43
2015,고등학교,일반고,충남,충남,서산시,부석고등학교,본교,기존(원)교,공립,356-895,충청남도 서산시 부석면 무학로 1180-9 (부석면.부석고등학교),http://220.73.161.101,16,479,35
2015,고등학교,일반고,충남,충남,서산시,서일고등학교,본교,기존(원)교,사립,356-863,충청남도 서산시 지곡면 화천3길 56 (지곡면.서일고등학교),http://seoilgo.cnehs.kr/,18,619,39
2015,고등학교,일반고,충남,충남,서산시,서산여자고등학교,본교,기존(원)교,공립,356-818,충청남도 서산시 정주골6길 27 (석림동.서산여자고등학교),http://www.seosangs.hs.kr,27,970,64
2015,고등학교,일반고,충남,충남,서산시,서산중앙고등학교,본교,기존(원)교,공립,356-800,충청남도 서산시 벌말1길 23 (동문동.서산중앙고등학교),http://www.sjh.cnehs.kr,26,839,57
2015,고등학교,일반고,충남,충남,서산시,서령고등학교,본교,기존(원)교,사립,356-802,충청남도 서산시 서령로 117-1 (동문동.서령고등학교),http://seoryeong.cnehs.kr,27,977,53
2015,고등학교,일반고,충남,충남,서천군,장항고등학교,본교,기존(원)교,사립,325-901,충청남도 서천군 장항읍 성화로193번길 6 (장항읍.장항고등학교),janghang.cnehs.kr,12,288,28
2015,고등학교,일반고,충남,충남,서천군,서천고등학교,본교,기존(원)교,공립,325-806,충남 서천군 서천읍 사곡로43번길 13-16 (서천읍.서천고등학교),http://seocheon.hs.kr,20,485,47
2015,고등학교,일반고,충남,충남,아산시,온양한올고등학교,본교,기존(원)교,사립,336-030,충청남도 아산시 청운로 158 (권곡동.온양한올고등학교),http://www.hanol.hs.kr,36,"1,309",69
2015,고등학교,일반고,충남,충남,아산시,온양여자고등학교,본교,기존(원)교,공립,336-060,충청남도 아산시 온여고길21번길 24 (풍기동.온양여자고등학교),http://www.onyang.cnehs.kr,36,"1,239",76
2015,고등학교,일반고,충남,충남,아산시,아산고등학교,본교,기존(원)교,사립,336-010,충청남도 아산시 번영로115번길 21 (온천동.아산고등학교),http://www.asan.hs.kr,30,"1,111",58
2015,고등학교,일반고,충남,충남,아산시,배방고등학교,본교,기존(원)교,공립,336-854,충청남도 아산시 배방읍 배방산길359번길 61 (배방읍),http://www.baebang.cnehs.kr,25,843,56
2015,고등학교,일반고,충남,충남,아산시,온양용화고등학교,본교,기존(원)교,공립,336-050,충청남도 아산시 용화고길 10 (용화동),http://yonghwa.cnehs.kr,29,"1,016",70
2015,고등학교,일반고,충남,충남,아산시,설화고등학교,본교,기존(원)교,공립,336-857,충청남도 아산시 배방읍 용연로 111 설화고등학교,http://www.seolhwa.cnehs.kr,37,"1,310",78
2015,고등학교,일반고,충남,충남,아산시,온양고등학교,본교,기존(원)교,공립,336-010,충청남도 아산시 온천대로 1411 (온천동),http://www.ongo.hs.kr,38,"1,280",79
2015,고등학교,일반고,충남,충남,예산군,예산여자고등학교,본교,기존(원)교,공립,340-809,충청남도 예산군 예산읍 주교로 36 (예산읍.예산여자고등학교),http://yesan-girls.hs.kr,20,507,46
2015,고등학교,일반고,충남,충남,예산군,삽교고등학교,본교,기존(원)교,사립,340-902,충청남도 예산군 삽교읍 삽교로 161 (삽교읍.삽교고등학교),http://sapgyo.cnehs.kr,15,381,33
2015,고등학교,일반고,충남,충남,예산군,예산고등학교,본교,기존(원)교,사립,340-809,충청남도 예산군 예산읍 예산로 101 예산고등학교,www.yesan.hs.kr,25,671,51
2015,고등학교,일반고,충남,충남,예산군,예산예화여자고등학교,본교,기존(원)교,사립,340-804,충청남도 예산군 예산읍 예산로 117 (예산읍.예산예화여자고등학교),www.yehwa.cnehs.kr,18,438,38
2015,고등학교,일반고,충남,충남,예산군,대흥고등학교,본교,기존(원)교,사립,340-843,충청남도 예산군 대흥면 예당로 845 (대흥면.대흥중고등학교),http://www.daeheung.cnehs.kr,6,164,17
2015,고등학교,일반고,충남,충남,천안시,복자여자고등학교,본교,기존(원)교,사립,330-130,충청남도 천안시 동남구 복자1길 1 (성황동.복자여자중고등학교),http://www.bokja.caehs.kr,24,937,48
2015,고등학교,일반고,충남,충남,천안시,천안고등학교,본교,기존(원)교,사립,330-931,충청남도 천안시 동남구 봉명로 53 (봉명동.천안고등학교),http://www.cheonan.caehs.kr,30,"1,160",61
2015,고등학교,일반고,충남,충남,천안시,천안신당고등학교,본교,기존(원)교,공립,331-280,충청남도 천안시 서북구 신당새터2길 36 (신당동.천안신당고등학교),http://www.casd.caehs.kr,35,"1,248",80
2015,고등학교,일반고,충남,충남,천안시,천안청수고등학교,본교,기존(원)교,공립,330-190,충청남도 천안시 동남구 청수로 82-46 (청수동.청수고등학교),http://ccs.hs.kr,37,"1,393",77
2015,고등학교,일반고,충남,충남,천안시,천안제일고등학교,본교,기존(원)교,공립,330-952,충청남도 천안시 동남구 버들로 71 (원성동.천안제일고등학교),http://www.cj.hs.kr,36,"1,276",77
2015,고등학교,일반고,충남,충남,천안시,북일여자고등학교,본교,기존(원)교,사립,330-992,충청남도 천안시 동남구 단대로 71 북일여자고등학교,http://www.bigs.hs.kr/,24,878,56
2015,고등학교,일반고,충남,충남,천안시,천안중앙고등학교,본교,기존(원)교,공립,330-953,충청남도 천안시 동남구 충절로 91 (원성동.천안중앙고등학교),http://caja.hs.kr,39,"1,483",86
2015,고등학교,일반고,충남,충남,천안시,성환고등학교,본교,기존(원)교,공립,331-807,충청남도 천안시 서북구 성환읍 신방로 354 (성환읍.성환고등학교),http://www.shhs.caehs.kr/,21,606,50
2015,고등학교,일반고,충남,충남,천안시,천안쌍용고등학교,본교,기존(원)교,공립,331-947,충청남도 천안시 서북구 월봉7길 10 (쌍용동.천안쌍용고등학교),http://sy.caehs.kr,42,"1,508",82
2015,고등학교,일반고,충남,충남,천안시,천안여자고등학교,본교,기존(원)교,공립,330-150,충청남도 천안시 동남구 삼룡3길 30 (삼룡동.천안여자고등학교),www.cag.hs.kr,40,"1,425",84
2015,고등학교,일반고,충남,충남,천안시,천안두정고등학교,본교,기존(원)교,공립,331-964,충청남도 천안시 서북구 두정고2길 13 (두정동.두정고등학교),http://dujeong.caehs.kr/,41,"1,523",94
2015,고등학교,일반고,충남,충남,천안시,천안오성고등학교,본교,기존(원)교,공립,331-300,충청남도 천안시 서북구 과수원길 27 (성성동.천안오성고등학교),http://www.ohsung.caehs.kr,37,"1,381",84
2015,고등학교,일반고,충남,충남,천안시,목천고등학교,본교,기존(원)교,공립,330-843,충청남도 천안시 동남구 목천읍 삼방로 145 . 목천고등학교,http://mokchon-h.caehs.kr,19,553,51
2015,고등학교,일반고,충남,충남,천안시,천안월봉고등학교,본교,기존(원)교,공립,331-983,충청남도 천안시 서북구 불당11로 51 (불당동.천안월봉고등학교),http://cwb.hs.kr,39,"1,405",81
2015,고등학교,일반고,충남,충남,청양군,정산고등학교,본교,기존(원)교,공립,345-814,충청남도 청양군 정산면 칠갑산로 1897 (정산면.정산고등학교),http://www.jeongsan.cnehs.kr,12,281,31
2015,고등학교,일반고,충남,충남,청양군,청양고등학교,본교,기존(원)교,공립,000-000,충청남도 청양군 청양읍 문화예술로 149 (청양읍.청양고등학교),http://chy.cnehs.kr/,21,586,50
2015,고등학교,일반고,충남,충남,태안군,안면고등학교,본교,기존(원)교,공립,357-961,충청남도 태안군 안면읍 조운막터길 73 (안면읍.안면고등학교),http://www.anmyeon.cnehs.kr,11,213,24
2015,고등학교,일반고,충남,충남,태안군,만리포고등학교,본교,기존(원)교,공립,357-933,충청남도 태안군 소원면 서해로 631 (소원면.만리포고등학교),http://manripo.cnehs.kr,9,201,25
2015,고등학교,일반고,충남,충남,태안군,태안고등학교,본교,기존(원)교,공립,357-908,충청남도 태안군 태안읍 백화로 251 (태안읍.태안고등학교),http://taean.hs.kr,18,538,46
2015,고등학교,일반고,충남,충남,태안군,태안여자고등학교,본교,기존(원)교,사립,357-902,충청남도 태안군 태안읍 원이로 7-1 (태안읍.태안여고),http://tg.cnehs.kr,28,746,57
2015,고등학교,일반고,충남,충남,홍성군,갈산고등학교,본교,기존(원)교,공립,350-853,충청남도 홍성군 갈산면 상촌로9번길 39 (갈산면.갈산중학교),http://www.galsan.cnehs.kr,9,240,26
2015,고등학교,일반고,충남,충남,홍성군,홍성고등학교,본교,기존(원)교,공립,350-805,충청남도 홍성군 홍성읍 충서로1575번길 10 (홍성읍.홍성고등학교),http://hongseong.hs.kr/,27,734,56
2015,고등학교,일반고,충남,충남,홍성군,광천고등학교,본교,기존(원)교,사립,350-906,충청남도 홍성군 광천읍 광천로373번길 14 (광천고등학교),http://kwangchon.cnehs.kr,6,102,21
2015,고등학교,일반고,충남,충남,홍성군,홍성여자고등학교,본교,기존(원)교,공립,350-804,충청남도 홍성군 홍성읍 도청대로93번길 13-17 (홍성읍.홍성여자고등학교),http://hongyoe.hs.kr/,20,545,44
2015,고등학교,일반고,충남,충남,홍성군,광천제일고등학교,본교,기존(원)교,공립,350-902,충청남도 홍성군 광천읍 홍남로 695 (광천읍.광천제일고등학교),www.gcji.hs.kr,17,395,38
2015,고등학교,일반고,충남,충남,홍성군,서해삼육고등학교,본교,기존(원)교,사립,350-902,충청남도 홍성군 광천읍 홍남로705번길 23 (광천읍.서해삼육고등학교),http://www.seohae36.cnehs.kr,9,245,22
2015,고등학교,일반고,충남,충남,홍성군,홍주고등학교,본교,기존(원)교,사립,350-817,충청남도 홍성군 홍성읍 문화로 78 (홍성읍.홍주중.고등학교),http://www.hongju.hs.kr,24,737,50
2015,고등학교,일반고,충북,충북,괴산군,목도고등학교,본교,기존(원)교,공립,367-911,충청북도 괴산군 불정면 한불로청덕1길 50-15 . 목도고등학교 (불정면),http://mokdo.hs.kr,3,91,11
2015,고등학교,일반고,충북,충북,괴산군,괴산고등학교,본교,기존(원)교,공립,367-804,충청북도 괴산군 괴산읍 읍내로 106 . 괴산고등학교 (괴산읍.괴산고교),http://www.goesan.hs.kr,14,415,29
2015,고등학교,일반고,충북,충북,단양군,단산고등학교,본교,폐(원)교,공립,395-843,충청북도 단양군 어상천면 어상천로 904 (어상천면.단산중고등학교),http://www.dansan.hs.kr, - , - , - 
2015,고등학교,일반고,충북,충북,보은군,보은고등학교,본교,기존(원)교,사립,376-804,충청북도 보은군 보은읍 보은로 17 . 보은고등학교 (보은읍.보은고등학교),http://boeun.hs.kr,12,360,26
2015,고등학교,일반고,충북,충북,보은군,보은여자고등학교,본교,기존(원)교,공립,376-803,충청북도 보은군 보은읍 보은로 223 . 보은여자고등학교 (보은읍.보은여자고등학교),http://www.boeun-g.hs.kr,6,176,17
2015,고등학교,일반고,충북,충북,영동군,학산고등학교,본교,기존(원)교,공립,370-821,충청북도 영동군 학산면 학산양산로 12 (학산면.학산고등학교),http://www.haksan-ch.hs.kr,3,42,12
2015,고등학교,일반고,충북,충북,영동군,황간고등학교,본교,기존(원)교,공립,370-863,충청북도 영동군 황간면 남성동3길 4-22 (황간면.교실),http://hgn.hs.kr/,6,174,17
2015,고등학교,일반고,충북,충북,영동군,영동고등학교,본교,기존(원)교,공립,370-802,충청북도 영동군 영동읍 계산로 122 . 영동고등학교 (영동읍.영동고등학교),http://www.yeongdong.hs.kr,20,559,43
2015,고등학교,일반고,충북,충북,옥천군,옥천고등학교,본교,기존(원)교,공립,373-809,충청북도 옥천군 옥천읍 중앙로 115 (옥천읍.관공서(옥천고등학교)),www.okchungo.hs.kr,25,779,51
2015,고등학교,일반고,충북,충북,옥천군,청산고등학교,본교,기존(원)교,공립,373-874,충청북도 옥천군 청산면 청산로 92 (청산면.관공서(청산고등학교)),http://www.chongsan.hs.kr,4,92,13
2015,고등학교,일반고,충북,충북,음성군,음성고등학교,본교,기존(원)교,공립,369-806,충청북도 음성군 음성읍 중앙로 109-16 (음성읍.음성고등학교),http://www.eumseong.hs.kr/,28,872,64
2015,고등학교,일반고,충북,충북,음성군,매괴고등학교,본교,기존(원)교,사립,369-851,충북 음성군 감곡면 매괴길 10 . 매괴고등학교,http://maegoe.hs.kr,19,602,38
2015,고등학교,일반고,충북,충북,음성군,대소금왕고등학교,본교,기존(원)교,공립,369-901,충청북도 음성군 신내로 507 (금왕읍),http://www.daesogeumwang.hs.kr,13,403,29
2015,고등학교,일반고,충북,충북,제천시,제천고등학교,본교,기존(원)교,공립,390-898,충청북도 제천시 칠성로 105 (청전동.제천고등학교),http://www.jecheon.hs.kr,27,830,54
2015,고등학교,일반고,충북,충북,제천시,세명고등학교,본교,기존(원)교,사립,390-230,충청북도 제천시 세명로 88 (신월동.세명고등학교),http://semyung.hs.kr,30,884,57
2015,고등학교,일반고,충북,충북,제천시,제천제일고등학교,본교,기존(원)교,공립,390-190,충청북도 제천시 의병대로 177(동현동) (동현동.제천제일고등학교),http://www.jcjeil.hs.kr,27,770,57
2015,고등학교,일반고,충북,충북,제천시,제천여자고등학교,본교,기존(원)교,공립,390-060,충청북도 제천시 내제로6길 13 (서부동.제천여자고등학교),http://www.jecheon-girl.hs.kr,30,903,59
2015,고등학교,일반고,충북,충북,증평군,형석고등학교,본교,기존(원)교,사립,368-906,충청북도 증평군 증평읍 미암로 26 (증평읍.형석고등학교),http://hshs.hs.kr,12,371,26
2015,고등학교,일반고,충북,충북,진천군,광혜원고등학교,본교,기존(원)교,공립,365-833,충청북도 진천군 광혜원면 화랑길 137 (광혜원면.광혜원고등학교),http://www.ghw.hs.kr,13,380,27
2015,고등학교,일반고,충북,충북,진천군,진천고등학교,본교,기존(원)교,공립,365-805,충청북도 진천군 진천읍 문화12길 48 (진천읍.진천고등학교),http://www.jcg.hs.kr,21,686,43
2015,고등학교,일반고,충북,충북,청주시,청주여자고등학교,본교,기존(원)교,공립,360-817,충청북도 청주시 청원구 충청대로107번길 82 (율량동.청주여자고등학교),http://125.249.100.90/,36,"1,199",76
2015,고등학교,일반고,충북,충북,청주시,상당고등학교,본교,기존(원)교,공립,360-825,충청북도 청주시 상당구 월평로 238 . 3-10 (용암동),http://www.sangdang.hs.kr/,32,"1,017",62
2015,고등학교,일반고,충북,충북,청주시,운호고등학교,본교,기존(원)교,사립,361-806,충청북도 청주시 서원구 무심서로 375 (모충동. 운호고등학교),http://www.unho.hs.kr/,30,"1,129",59
2015,고등학교,일반고,충북,충북,청주시,충북고등학교,본교,기존(원)교,공립,361-821,충청북도 청주시 서원구 청남로 1969 (분평동.충북고등학교),http://www.chungbukgo.net,34,"1,176",73
2015,고등학교,일반고,충북,충북,청주시,서원고등학교,본교,기존(원)교,공립,361-803,충청북도 청주시 흥덕구 가경로 49 (가경동.서원고등학교),http://www.seowongo.hs.kr,31,"1,131",61
2015,고등학교,일반고,충북,충북,청주시,일신여자고등학교,본교,기존(원)교,사립,360-081,충청북도 청주시 상당구 영운로 126 (탑동.일신여중고등학교),http://www.cjis.hs.kr,36,"1,246",69
2015,고등학교,일반고,충북,충북,청주시,청주신흥고등학교,본교,기존(원)교,사립,360-817,충청북도 청주시 청원구 율봉로 229 (율량동.청주신흥고등학교),http://shinheung.sc.kr,30,"1,028",58
2015,고등학교,일반고,충북,충북,청주시,금천고등학교,본교,기존(원)교,공립,360-800,충청북도 청주시 상당구 호미로233번길 65 (금천동.금천고등학교),http://www.k-ch.hs.kr,31,"1,021",65
2015,고등학교,일반고,충북,충북,청주시,세광고등학교,본교,기존(원)교,사립,361-202,충청북도 청주시 서원구 2순환로 1572 (미평동. 세광고등학교),http://www.skhs.hs.kr,30,"1,090",57
2015,고등학교,일반고,충북,충북,청주시,오창고등학교,본교,기존(원)교,공립,363-882,충청북도 청주시 청원구 오창읍 괴정1길 10 (오창읍.오창고등학교),http://www.ochang.hs.kr,22,580,45
2015,고등학교,일반고,충북,충북,청주시,봉명고등학교,본교,기존(원)교,공립,361-856,충청북도 청주시 흥덕구 월명로220번길 19 (봉명동.봉명고등학교),http://www.cbm.hs.kr,32,994,68
2015,고등학교,일반고,충북,충북,청주시,청석고등학교,본교,기존(원)교,사립,360-809,충청북도 청주시 상당구 원봉로 75 (용암동.청석고등학교),http://cs.hs.kr,30,"1,120",59
2015,고등학교,일반고,충북,충북,청주시,충북여자고등학교,본교,기존(원)교,사립,361-807,충청북도 청주시 서원구 무심서로 377-2 . 충북여자고등학교,http://www.chungbuk-g.kr,30,"1,069",60
2015,고등학교,일반고,충북,충북,청주시,한국교원대학교부설고등학교,본교,기존(원)교,국립,361-892,충청북도 청주시 흥덕구 강내면 태성탑연로 250 (강내면. 한국교원대학교),http://www.ahsknue.hs.kr/,13,418,38
2015,고등학교,일반고,충북,충북,청주시,충북대학교사범대학부설고등학교,본교,기존(원)교,국립,361-800,충청북도 청주시 흥덕구 장구봉로41번길 12 (가경동.충북대학교사범대학중고등학교),www.chnu.hs.kr,20,698,49
2015,고등학교,일반고,충북,충북,청주시,산남고등학교,본교,기존(원)교,공립,361-160,충청북도 청주시 서원구 두꺼비로 7 (산남동. 산남고등학교),http://www.sannam.hs.kr,31,"1,126",70
2015,고등학교,일반고,충북,충북,청주시,흥덕고등학교,본교,기존(원)교,공립,361-815,충청북도 청주시 흥덕구 증안로 9 (복대동.흥덕고등학교),www.hds.hs.kr,31,"1,102",67
2015,고등학교,일반고,충북,충북,청주시,주성고등학교,본교,기존(원)교,공립,360-190,충청북도 청주시 상당구 호미로 310 . 주성고등학교 (용담동.주성고등학교),http://www.juseong.hs.kr,30,995,62
2015,고등학교,일반고,충북,충북,청주시,청주대성고등학교,본교,기존(원)교,사립,360-805,충청북도 청주시 청원구 대성로300번길 18 (내덕동.청주대성고등학교),http://www.cjds.hs.kr/,30,"1,094",59
2015,고등학교,일반고,충북,충북,청주시,양청고등학교,본교,기존(원)교,공립,363-883,충청북도 청주시 청원구 오창읍 양청6길 33 (오창읍.양청고등학교),http://yc.hs.kr,24,813,53
2015,고등학교,일반고,충북,충북,청주시,청주중앙여자고등학교,본교,기존(원)교,공립,361-832,충청북도 청주시 서원구 천석로 15 (사창동.청주중앙여고),http://www.cjjang.hs.kr/,37,"1,368",79
2015,고등학교,일반고,충북,충북,충주시,충주대원고등학교,본교,기존(원)교,사립,380-110,충청북도 충주시 안림로 43 (안림동.대원고등학교),http://www.daewon.hs.kr,30,893,60
2015,고등학교,일반고,충북,충북,충주시,충원고등학교,본교,기존(원)교,사립,380-843,충청북도 충주시 엄정면 동막강현길 377 . 충원고등학교 (엄정면.신명중학교),http://www.chungwon.hs.kr,12,336,25
2015,고등학교,일반고,충북,충북,충주시,충주중산고등학교,본교,기존(원)교,사립,380-966,충북 충주시 방아길 20 (호암동),http://www.joongsan.hs.kr,24,717,48
2015,고등학교,일반고,충북,충북,충주시,국원고등학교,본교,기존(원)교,공립,380-959,충청북도 충주시 탄금대로 88 (봉방동.국원고등학교),http://www.gukwon.hs.kr,21,562,47
2015,고등학교,일반고,충북,충북,충주시,주덕고등학교,본교,기존(원)교,공립,380-881,충청북도 충주시 주덕읍 창전길 223 (주덕읍.주덕고등학교),http://www.judeok.hs.kr,7,128,18
2015,고등학교,일반고,충북,충북,충주시,충주여자고등학교,본교,기존(원)교,공립,380-090,충청북도 충주시 형설로 77 (용산동.충주여자고등학교),http://www.chungjugirl.hs.kr,30,873,68
2015,고등학교,자율고,강원,강원,횡성군,민족사관고등학교,본교,기존(원)교,사립,225-823,강원도 횡성군 안흥면 봉화로 800 (안흥면),http://www.minjok.hs.kr,33,455,42
2015,고등학교,자율고,경기,경기,고양시,저현고등학교,본교,기존(원)교,공립,410-821,경기도 고양시 일산동구 위시티3로 37 (식사동),http://jeohyeon.hs.kr,36,"1,095",81
