연도,학제,고등학교 유형,시도,교육지원청,행정구역,학교명,본분교,학교상태,설립구분,우편번호,주소,홈페이지,학급수,학생수,교원수
2015,고등학교,일반고,경기,경기,수원시,율천고등학교,본교,기존(원)교,공립,442-150,경기도 수원시 팔달구 일월로 50 (화서동.율천고등학교),http://www.yulcheon.hs.kr,20,562,46
2015,고등학교,일반고,경기,경기,수원시,동원고등학교,본교,기존(원)교,사립,440-310,경기도 수원시 장안구 장안로 426-1 (이목동.동원고교),www.dongwon.hs.kr,45,"1,513",94
2015,고등학교,일반고,경기,경기,수원시,동우여자고등학교,본교,기존(원)교,사립,440-310,경기도 수원시 장안구 장안로 426-1 (이목동.동우여자고등학교),www.dongwoo.hs.kr,38,"1,248",77
2015,고등학교,일반고,경기,경기,수원시,권선고등학교,본교,기존(원)교,공립,441-835,경기도 수원시 권선구 세권로 276 (권선동.권선고등학교),http://www.kwonsun.hs.kr,48,"1,606",111
2015,고등학교,일반고,경기,경기,수원시,영덕고등학교,본교,기존(원)교,공립,443-811,경기도 수원시 영통구 매영로 334 . 영덕고등학교 (영통동.영덕고등학교),www.yeongdeok.hs.kr,48,"1,664",125
2015,고등학교,일반고,경기,경기,수원시,조원고등학교,본교,기존(원)교,공립,440-843,경기도 수원시 장안구 수일로233번길 15 (조원동.조원고등학교),www.jowon.hs.kr,33,990,70
2015,고등학교,일반고,경기,경기,수원시,매탄고등학교,본교,기존(원)교,공립,443-848,경기도 수원시 영통구 매탄로126번길 11 (매탄동.매탄고등학교),www.maetan.hs.kr,41,"1,262",95
2015,고등학교,일반고,경기,경기,수원시,천천고등학교,본교,기존(원)교,공립,440-330,경기도 수원시 장안구 정자로42번길 31 (천천동.천천고등학교),cheoncheon.hs.kr,36,"1,176",81
2015,고등학교,일반고,경기,경기,수원시,효원고등학교,본교,기존(원)교,공립,443-370,경기도 수원시 영통구 동수원로 336 (매탄동.효원고교),www.hyowon.hs.kr,46,"1,610",109
2015,고등학교,일반고,경기,경기,수원시,이의고등학교,본교,신설(원)교,공립,443-280,경기도 수원시 영통구 법조로 145 (하동),http://iui.hs.kr,13,359,27
2015,고등학교,일반고,경기,경기,수원시,유신고등학교,본교,기존(원)교,사립,442-816,경기도 수원시 팔달구 월드컵로 216 (우만동.유신고등학교),www.yushin.or.kr,45,"1,583",95
2015,고등학교,일반고,경기,경기,수원시,수성고등학교,본교,기존(원)교,공립,440-832,경기도 수원시 장안구 장안로90번길 39 (정자동.수성고등학교),www.susung.hs.kr,38,"1,294",90
2015,고등학교,일반고,경기,경기,수원시,매원고등학교,본교,기존(원)교,공립,443-370,경기도 수원시 영통구 삼성로213번길 120 (매탄동.매원고등학교),http://www.maewon.hs.kr,36,"1,170",80
2015,고등학교,일반고,경기,경기,시흥시,장곡고등학교,본교,기존(원)교,공립,429-842,경기도 시흥시 장곡로70번길 8 (장곡동.장곡고등학교),www.janggok.hs.kr,28,986,63
2015,고등학교,일반고,경기,경기,시흥시,은행고등학교,본교,기존(원)교,공립,429-838,경기도 시흥시 은행고길 85 (은행동.은행고등학교),http://eunhaeng.hs.kr,43,"1,448",92
2015,고등학교,일반고,경기,경기,시흥시,정왕고등학교,본교,기존(원)교,공립,429-863,경기도 시흥시 정왕대로118번길 13 (정왕동.정왕고등학교),www.jwg.hs.kr,34,"1,273",72
2015,고등학교,일반고,경기,경기,시흥시,군서고등학교,본교,기존(원)교,공립,429-863,경기도 시흥시 군서마을로 100 (정왕동.군서고등학교),www.gunseo.hs.kr,32,"1,126",70
2015,고등학교,일반고,경기,경기,시흥시,서해고등학교,본교,기존(원)교,공립,429-450,경기도 시흥시 정왕신길로 13 (정왕동.서해고등학교),www.seohaego.or.kr,37,"1,273",83
2015,고등학교,일반고,경기,경기,시흥시,소래고등학교,본교,기존(원)교,공립,429-835,경기도 시흥시 수인로3287번길 26 (은행동.소래고등학교),www.sorae.hs.kr,45,"1,559",99
2015,고등학교,일반고,경기,경기,시흥시,시흥고등학교,본교,기존(원)교,공립,429-270,경기도 시흥시 상직길 25 (하상동.시흥고등학교),www.siheung.hs.kr,40,"1,389",96
2015,고등학교,일반고,경기,경기,시흥시,시흥매화고등학교,본교,기존(원)교,공립,429-817,경기도 시흥시 매화로 35 (매화동.시흥매화고등학교),http://www.mh.hs.kr,25,712,54
2015,고등학교,일반고,경기,경기,시흥시,신천고등학교,본교,기존(원)교,공립,429-888,경기도 시흥시 포도원로 50 (신천동.신천고등학교),http://www.sch.hs.kr,33,915,82
2015,고등학교,일반고,경기,경기,시흥시,시흥능곡고등학교,본교,기존(원)교,공립,429-240,경기도 시흥시 승지로 107 (능곡동.시흥능곡고등학교),http://www.shng.hs.kr,34,"1,138",73
2015,고등학교,일반고,경기,경기,안산시,안산강서고등학교,본교,기존(원)교,사립,425-844,경기도 안산시 단원구 삼일로 367 (와동.강서고등학교),www.asgs.hs.kr,45,"1,383",97
2015,고등학교,일반고,경기,경기,안산시,송호고등학교,본교,기존(원)교,공립,426-862,경기도 안산시 상록구 광덕3로 296 (이동),http://www.songho.hs.kr,52,"1,784",119
2015,고등학교,일반고,경기,경기,안산시,원곡고등학교,본교,기존(원)교,공립,425-850,경기도 안산시 단원구 화랑로 15 (원곡동.원곡고등학교),wongok.hs.kr,49,"1,429",102
2015,고등학교,일반고,경기,경기,안산시,안산고등학교,본교,기존(원)교,사립,426-410,경기도 안산시 상록구 청룡4길 8 (장상동.안산고등학교),www.ansan.hs.kr,39,"1,263",80
2015,고등학교,일반고,경기,경기,안산시,광덕고등학교,본교,기존(원)교,공립,426-853,경기도 안산시 상록구 순환로 532 (월피동.광덕고등학교),http://www.kwangdeok.hs.kr/,37,"1,019",89
2015,고등학교,일반고,경기,경기,안산시,신길고등학교,본교,기존(원)교,공립,425-120,경기도 안산시 단원구 신길로 45 (신길동.신길고등학교),http://singil.hs.kr,37,"1,004",84
2015,고등학교,일반고,경기,경기,안산시,단원고등학교,본교,기존(원)교,공립,425-800,경기도 안산시 단원구 단원로 55 단원고등학교,www.danwon.hs.kr,40,"1,079",86
2015,고등학교,일반고,경기,경기,안산시,경안고등학교,본교,기존(원)교,사립,425-805,경기도 안산시 단원구 당곡로 93 (고잔동.경안고등학교),http://kyungan.hs.kr,47,"1,705",101
2015,고등학교,일반고,경기,경기,안산시,양지고등학교,본교,기존(원)교,공립,425-807,경기도 안산시 단원구 화정천동로 50 (고잔동.양지고등학교),www.yj.hs.kr,46,"1,371",103
2015,고등학교,일반고,경기,경기,안산시,대부고등학교,본교,기존(원)교,공립,425-330,경기도 안산시 단원구 대부중앙로 3 . 대부중고등학교,daebu.hs.kr,9,135,22
2015,고등학교,일반고,경기,경기,안산시,고잔고등학교,본교,기존(원)교,공립,425-906,경기도 안산시 단원구 광덕2로 222 . 고잔고등학교 (고잔동.고잔고등학교),www.kojan.hs.kr,47,"1,614",103
2015,고등학교,일반고,경기,경기,안산시,성포고등학교,본교,기존(원)교,공립,426-837,경기도 안산시 상록구 충장로 538 (성포동.성포고등학교),http://seongpo.hs.kr,42,"1,416",96
2015,고등학교,일반고,경기,경기,안산시,초지고등학교,본교,기존(원)교,공립,425-080,경기도 안산시 단원구 광덕1로 13 (초지동.초지고등학교),www.choji.hs.kr,55,"1,588",119
2015,고등학교,일반고,경기,경기,안산시,부곡고등학교,본교,기존(원)교,공립,426-819,경기도 안산시 상록구 시낭로 78 (부곡동),http://boogok.hs.kr,39,"1,245",83
2015,고등학교,일반고,경기,경기,안산시,성안고등학교,본교,기존(원)교,공립,426-895,경기도 안산시 상록구 용신로 170 (사동.성안고등학교),www.seongan.hs.kr,50,"1,683",115
2015,고등학교,일반고,경기,경기,안산시,선부고등학교,본교,기존(원)교,공립,425-826,경기 안산시 단원구 지곡로 138 (선부동.선부고등학교),http://www.seonbu.hs.kr,37,"1,075",84
2015,고등학교,일반고,경기,경기,안산시,상록고등학교,본교,기존(원)교,공립,426-180,경기도 안산시 상록구 반석로4길 34 상록고등학교 (본오동),http://sangrok.hs.kr,45,"1,459",95
2015,고등학교,일반고,경기,경기,안성시,안성고등학교,본교,기존(원)교,공립,456-310,경기 안성시 금산길 57 (금산동.안성고등학교),www.ansong.hs.kr,26,829,55
2015,고등학교,일반고,경기,경기,안성시,가온고등학교,본교,기존(원)교,사립,456-140,경기도 안성시 샛터길 46 (발화동.가온고등학교),www.gaon.hs.kr,30,"1,006",64
2015,고등학교,일반고,경기,경기,안성시,안성여자고등학교,본교,기존(원)교,공립,456-380,경기도 안성시 남파로 73-10 (신소현동.안성여자고등학교),www.anseong.hs.kr,22,714,45
2015,고등학교,일반고,경기,경기,안성시,경기창조고등학교,본교,기존(원)교,공립,456-823,경기도 안성시 공도읍 공도5로 37 (공도읍.경기창조고등학교),http://ggcj.hs.kr,30,863,65
2015,고등학교,일반고,경기,경기,안성시,죽산고등학교,본교,기존(원)교,공립,456-894,경기도 안성시 죽산면 죽산향교길 54-40 . 죽산고등학교 (죽산면),www.Juksan.hs.kr,13,276,25
2015,고등학교,일반고,경기,경기,안성시,안법고등학교,본교,기존(원)교,사립,456-070,경기도 안성시 명륜길 66 (구포동),www.anbeop.hs.kr,24,893,55
2015,고등학교,일반고,경기,경기,안양시,관양고등학교,본교,기존(원)교,공립,431-805,경기도 안양시 동안구 일동로 115 (관양동.관양고등학교),www.gwanyang.hs.kr,39,"1,285",90
2015,고등학교,일반고,경기,경기,안양시,백영고등학교,본교,기존(원)교,사립,431-802,경기도 안양시 동안구 관평로 94 (평촌동.백영고등학교),www.baekyoung.hs.kr,39,"1,334",80
2015,고등학교,일반고,경기,경기,안양시,충훈고등학교,본교,기존(원)교,공립,430-811,경기도 안양시 만안구 석수로 238 (석수동.충훈고등학교),www.chunghun.hs.kr,38,"1,102",97
2015,고등학교,일반고,경기,경기,안양시,안양고등학교,본교,기존(원)교,공립,430-803,경기도 안양시 만안구 삼봉로 46 (박달동.안양고등학교),www.anyang.hs.kr,44,"1,372",109
2015,고등학교,일반고,경기,경기,안양시,양명고등학교,본교,기존(원)교,사립,430-854,경기도 안양시 만안구 경수대로1001번길 184 (안양동.양명고등학교),http://www.yangmyung.hs.kr/wah/main/index.htm,43,"1,422",91
2015,고등학교,일반고,경기,경기,안양시,평촌고등학교,본교,기존(원)교,공립,431-813,경기도 안양시 동안구 동안로 80 . 평촌고등학교 (호계동.평촌고등학교),www.pyeongchon.hs.kr,47,"1,551",115
2015,고등학교,일반고,경기,경기,안양시,동안고등학교,본교,기존(원)교,공립,431-070,경기도 안양시 동안구 부림로 71 (평촌동.동안고등학교),www.dongan.hs.kr,46,"1,483",116
2015,고등학교,일반고,경기,경기,안양시,성문고등학교,본교,기존(원)교,사립,430-827,경기도 안양시 만안구 성결대학로64번길 9 (안양동.성문고등학교),www.sungmoon.hs.kr,36,"1,136",75
2015,고등학교,일반고,경기,경기,안양시,안양여자고등학교,본교,기존(원)교,사립,430-839,경기도 안양시 만안구 안양로 357 (안양동.안양여자중 고등학교),anyang-gh.hs.kr,24,803,55
2015,고등학교,일반고,경기,경기,안양시,신성고등학교,본교,기존(원)교,사립,430-856,경기도 안양시 만안구 소곡로 93 (안양동.신성중 고등학교),www.shinsung.hs.kr,39,"1,270",83
2015,고등학교,일반고,경기,경기,안양시,양명여자고등학교,본교,기존(원)교,사립,430-010,경기도 안양시 만안구 경수대로1001번길 150 (안양동.양명여자고등학교),http://www.ymgh.or.kr,42,"1,370",89
2015,고등학교,일반고,경기,경기,안양시,인덕원고등학교,본교,기존(원)교,공립,431-810,경기도 안양시 동안구 안양판교로 43 (관양동.인덕원고등학교),http://indeogwon.hs.kr/,37,"1,159",96
2015,고등학교,일반고,경기,경기,안양시,부흥고등학교,본교,기존(원)교,공립,431-050,경기도 안양시 동안구 달안로 15 (비산동.부흥고등학교),www.puhung.hs.kr,48,"1,559",112
2015,고등학교,일반고,경기,경기,양주시,덕계고등학교,본교,기존(원)교,공립,482-050,경기도 양주시 평화로1489번길 34 (덕계동.덕계고등학교),http://deokgye.hs.kr,27,949,59
2015,고등학교,일반고,경기,경기,양주시,덕현고등학교,본교,기존(원)교,공립,482-080,경기도 양주시 고읍북로 36 (만송동),http://www.deokhyeon.hs.kr,35,"1,274",79
2015,고등학교,일반고,경기,경기,양주시,옥정고등학교,본교,신설(원)교,공립,482-130,경기도 양주시 옥정로 369-15 . 7길 47 (옥정동),http://okjeong.hs.kr,11,348,24
2015,고등학교,일반고,경기,경기,양주시,덕정고등학교,본교,기존(원)교,공립,482-010,경기도 양주시 화합로 1488 . 덕정고등학교 (고암동.덕정고등학교),http://www.deokjeong.hs.kr,30,"1,058",65
2015,고등학교,일반고,경기,경기,양주시,양주백석고등학교,본교,기존(원)교,공립,482-835,경기 양주시 백석읍 꿈나무로 205 (백석읍),www.yjbs.hs.kr,29,967,70
2015,고등학교,일반고,경기,경기,양평군,용문고등학교,본교,기존(원)교,사립,476-845,경기도 양평군 용문면 용문로 437 (용문면.용문중고등학교),www.yongmun.hs.kr,19,575,43
2015,고등학교,일반고,경기,경기,양평군,양동고등학교,본교,기존(원)교,사립,476-881,경기도 양평군 양동면 학둔지윗길 47-7 (양동면.양동중고등학교),www.yangdong.hs.kr,10,242,25
2015,고등학교,일반고,경기,경기,양평군,청운고등학교,본교,기존(원)교,공립,476-863,경기도 양평군 청운면 청운로 28 (청운면.청운중고등학교),www.cheongun.hs.kr,3,81,13
2015,고등학교,일반고,경기,경기,양평군,지평고등학교,본교,기존(원)교,공립,476-874,경기도 양평군 지평면 지평로 418 . 지평고등학교 (지평면.지평고등학교),jipyeong.hs.kr,6,99,20
2015,고등학교,일반고,경기,경기,양평군,양평고등학교,본교,기존(원)교,공립,476-802,경기도 양평군 양평읍 양근로 260 (양평읍.양평고등학교 1동),yp.hs.kr,24,617,51
2015,고등학교,일반고,경기,경기,양평군,양서고등학교,본교,기존(원)교,사립,476-824,경기도 양평군 양서면 상촌길 31-12 (양서면.양서고등학교),www.yangseo.hs.kr,27,849,59
2015,고등학교,일반고,경기,경기,양평군,양일고등학교,본교,기존(원)교,사립,476-801,경기도 양평군 양평읍 관문2길 9 (양평읍.양일고등학교),www.yangil.hs.kr,26,813,55
2015,고등학교,일반고,경기,경기,여주군,점동고등학교,본교,기존(원)교,공립,469-872,경기도 여주시 점동면 청안로 152 (점동면),jeomdong.hs.kr,11,221,24
2015,고등학교,일반고,경기,경기,여주군,여강고등학교,본교,기존(원)교,사립,469-853,경기도 여주시 북내면 여강로 337-8 (북내면.여강중고등학교),http://yeogang.hs.kr,10,323,24
2015,고등학교,일반고,경기,경기,여주군,이포고등학교,본교,기존(원)교,공립,469-821,경기도 여주군 흥천면 이여로 1075 (흥천면.이포중고등학교),www.ipo.hs.kr,12,218,24
2015,고등학교,일반고,경기,경기,여주군,세종고등학교,본교,기존(원)교,공립,469-101,경기도 여주시 청심로 221 (상동. 세종고등학교),http://se-jong.hs.kr,24,683,49
2015,고등학교,일반고,경기,경기,여주군,여주제일고등학교,본교,기존(원)교,사립,469-881,경기도 여주시 가남읍 여주남로 1155-11 (가남읍),www.yeojufirst.hs.kr,19,608,42
2015,고등학교,일반고,경기,경기,여주군,여주고등학교,본교,기존(원)교,사립,469-801,경기도 여주시 세종로 254-58 (교동.여주고등학교),http://www.yeoju.hs.kr/,18,537,40
2015,고등학교,일반고,경기,경기,여주군,대신고등학교,본교,기존(원)교,사립,469-843,경기도 여주시 대신면 여양로 1196 (대신면.대신중고등학교),www.daeshin.hs.kr,9,339,22
2015,고등학교,일반고,경기,경기,연천군,연천고등학교,본교,기존(원)교,공립,486-802,경기도 연천군 연천읍 연천로336번길 13 (연천읍.연천중고등학교),www.yeoncheon.hs.kr,14,283,30
2015,고등학교,일반고,경기,경기,연천군,전곡고등학교,본교,기존(원)교,공립,486-902,경기도 연천군 전곡읍 전은길 9-89 (전곡읍.전곡고등학교),www.jeongok.hs.kr,31,873,72
2015,고등학교,일반고,경기,경기,오산시,성호고등학교,본교,기존(원)교,공립,447-804,경기도 오산시 동부대로436번길 46 (원동.성호고등학교),www.sungho.hs.kr,31,"1,016",80
2015,고등학교,일반고,경기,경기,오산시,운천고등학교,본교,기존(원)교,공립,447-050,경기도 오산시 운천로 193 (부산동.운천고등학교),www.uncheon.hs.kr,33,"1,068",78
2015,고등학교,일반고,경기,경기,오산시,운암고등학교,본교,기존(원)교,공립,447-060,경기 오산시 운천로 12 (원동.운암고등학교),www.unam.hs.kr,25,919,58
2015,고등학교,일반고,경기,경기,오산시,세교고등학교,본교,기존(원)교,공립,447-290,경기도 오산시 수청로 . 112 세교고등학교,http://segyo.hs.kr/,31,"1,123",75
2015,고등학교,일반고,경기,경기,오산시,오산고등학교,본교,기존(원)교,사립,447-130,경기도 오산시 청학로 43 . 오산고등학교 (청학동),www.o-san.hs.kr,30,"1,130",65
2015,고등학교,일반고,경기,경기,오산시,매홀고등학교,본교,기존(원)교,공립,447-220,경기도 오산시 내삼미로80번길 9-10 (수청동),http://www.maehol.hs.kr,21,718,46
2015,고등학교,일반고,경기,경기,용인시,보라고등학교,본교,기존(원)교,공립,446-904,경기도 용인시 기흥구 한보라1로43번길 7 (보라동.보라고등학교),http://bora.hs.kr/,25,857,63
2015,고등학교,일반고,경기,경기,용인시,현암고등학교,본교,기존(원)교,공립,448-813,경기도 용인시 수지구 디지털벨리로 17 (죽전동.현암고등학교),www.hyunam.hs.kr,23,662,54
2015,고등학교,일반고,경기,경기,용인시,기흥고등학교,본교,기존(원)교,공립,446-598,경기 용인시 기흥구 관곡로 20 (신갈동.기흥고등학교),www.giheung.hs.kr,31,"1,088",68
2015,고등학교,일반고,경기,경기,용인시,대지고등학교,본교,기존(원)교,공립,448-812,경기도 용인시 수지구 동백죽전대로 1066 (죽전동.대지고등학교),http://daeji.hs.kr,31,"1,095",73
2015,고등학교,일반고,경기,경기,용인시,신봉고등학교,본교,기존(원)교,공립,448-150,경기도 용인시 수지구 신봉3로 45 (신봉동.신봉고등학교 교사동),http://www.shinbong.hs.kr,37,"1,045",78
2015,고등학교,일반고,경기,경기,용인시,보정고등학교,본교,기존(원)교,공립,446-859,경기도 용인시 기흥구 보정로 22 (보정동.보정고등학교),www.Bojeong.hs.kr,34,"1,183",70
2015,고등학교,일반고,경기,경기,용인시,죽전고등학교,본교,기존(원)교,공립,448-160,경기 용인시 수지구 용구대로2771번길 23 . 23 (죽전동.죽전고등학교),http://jukjeon.hs.kr/,36,"1,325",80
2015,고등학교,일반고,경기,경기,용인시,서천고등학교,본교,기존(원)교,공립,446-920,경기도 용인시 기흥구 서천서로 126 . 서천고등학교 (농서동),http://www.seocheongo.hs.kr,28,948,68
2015,고등학교,일반고,경기,경기,용인시,흥덕고등학교,본교,기존(원)교,공립,446-908,경기도 용인시 기흥구 흥덕2로 36 . 흥덕고등학교 (영덕동.흥덕고등학교),http://www.hd.hs.kr,27,783,69
2015,고등학교,일반고,경기,경기,용인시,용인삼계고등학교,본교,신설(원)교,공립,449-814,경기도 용인시 처인구 포곡읍 백옥대로1898번길 . 34-42 (포곡읍.용인삼계고),http://yisamgye.hs.kr,9,247,24
2015,고등학교,일반고,경기,경기,용인시,구성고등학교,본교,기존(원)교,공립,446-511,경기도 용인시 기흥구 연원로42번길 47 (마북동.구성고등학교),koosung.hs.kr,34,"1,119",76
2015,고등학교,일반고,경기,경기,용인시,용인백현고등학교,본교,기존(원)교,공립,446-911,경기 용인시 기흥구 동백7로 112 (동백동.용인백현고등학교),www.baekhyun.hs.kr,25,873,59
2015,고등학교,일반고,경기,경기,용인시,포곡고등학교,본교,기존(원)교,공립,449-812,경기도 용인시 처인구 포곡읍 포곡로210번길 26 (포곡읍),http://www.pogok.hs.kr,33,939,70
2015,고등학교,일반고,경기,경기,용인시,성지고등학교,본교,기존(원)교,공립,446-573,경기도 용인시 기흥구 갈곡로12번길 13 (구갈동),http://www.seongji.hs.kr/,38,"1,300",86
2015,고등학교,일반고,경기,경기,용인시,백암고등학교,본교,기존(원)교,공립,449-865,경기도 용인시 처인구 백암면 백원로 519-9 (백암면.백암중고등학교),http://www.baegam.hs.kr,13,406,31
2015,고등학교,일반고,경기,경기,용인시,상현고등학교,본교,기존(원)교,공립,448-130,경기도 용인시 수지구 법조로 222 (상현동),http://www.sanghyun.hs.kr/,31,"1,071",70
2015,고등학교,일반고,경기,경기,용인시,수지고등학교,본교,기존(원)교,공립,448-552,경기도 용인시 수지구 수풍로 73 (풍덕천동.수지고등학교),http://www.suji.hs.kr,46,"1,680",106
2015,고등학교,일반고,경기,경기,용인시,성복고등학교,본교,기존(원)교,공립,448-831,경기도 용인시 수지구 도마치로 92 (성복동),http://www.seongbok.hs.kr,37,"1,312",91
2015,고등학교,일반고,경기,경기,용인시,초당고등학교,본교,기존(원)교,공립,446-916,경기도 용인시 기흥구 동백중앙로 21 (중동.초당고등학교),http://www.chodang.hs.kr,32,"1,083",72
2015,고등학교,일반고,경기,경기,용인시,청덕고등학교,본교,기존(원)교,공립,446-915,경기도 용인시 기흥구 구성1로 21 (청덕동.청덕고등학교),http://www.cheongdeok.hs.kr,29,828,69
2015,고등학교,일반고,경기,경기,용인시,동백고등학교,본교,기존(원)교,공립,446-911,경기도 용인시 기흥구 동백7로 61 (동백동.동백고등학교),http://dongbaek.hs.kr/,33,"1,088",73
2015,고등학교,일반고,경기,경기,용인시,용인고등학교,본교,기존(원)교,공립,449-931,경기도 용인시 처인구 금학로253번길 20-21 (역북동.용인고등학교),www.yongin.hs.kr,46,"1,620",105
2015,고등학교,일반고,경기,경기,용인시,서원고등학교,본교,기존(원)교,공립,448-130,경기도 용인시 수지구 상현로42번길 26-7 (상현동.서원고등학교),www.seowon.hs.kr,37,"1,332",84
2015,고등학교,일반고,경기,경기,용인시,신갈고등학교,본교,기존(원)교,사립,446-905,경기도 용인시 기흥구 백남준로 13 . 신갈고등학교 (상갈동.신갈고등학교),www.shingal.hs.kr,30,"1,031",63
2015,고등학교,일반고,경기,경기,용인시,홍천고등학교,본교,기존(원)교,공립,448-150,경기도 용인시 수지구 수지로227번길 22 . 홍천고등학교 (신봉동.홍천고등학교),www.hongchun.hs.kr,37,"1,298",89
2015,고등학교,일반고,경기,경기,용인시,풍덕고등학교,본교,기존(원)교,공립,448-556,경기도 용인시 수지구 정평로13번길 5 (풍덕천동.풍덕고등학교),http://pungduck.hs.kr,44,"1,655",102
2015,고등학교,일반고,경기,경기,용인시,태성고등학교,본교,기존(원)교,사립,449-030,경기도 용인시 처인구 백옥대로 1059-2 (남동.태성중학교),www.taesung.hs.kr,27,"1,018",59
2015,고등학교,일반고,경기,경기,의왕시,우성고등학교,본교,기존(원)교,사립,437-843,경기도 의왕시 오전로 37 (고천동.우성고등학교),woosung.hs.kr,36,"1,053",74
2015,고등학교,일반고,경기,경기,의왕시,모락고등학교,본교,기존(원)교,공립,437-824,경기도 의왕시 모락로 134 (오전동.모락고등학교),http://www.morak.hs.kr,26,706,58
2015,고등학교,일반고,경기,경기,의왕시,백운고등학교,본교,기존(원)교,공립,437-808,경기도 의왕시 내손순환로 136 (내손동.백운고등학교),http://paekun.hs.kr,38,"1,057",88
2015,고등학교,일반고,경기,경기,의정부시,부용고등학교,본교,기존(원)교,공립,480-863,경기도 의정부시 오목로 96 (민락동.부용고등학교),www.buyong.hs.kr,33,"1,103",78
2015,고등학교,일반고,경기,경기,의정부시,의정부광동고등학교,본교,기존(원)교,사립,480-825,경기도 의정부시 서부로 691 . 의정부광동고등학교 (녹양동),www.ukd.hs.kr,30,838,65
2015,고등학교,일반고,경기,경기,의정부시,의정부여자고등학교,본교,기존(원)교,공립,480-814,경기도 의정부시 신흥로365번길 10 (가능동.의정부여자고등학교),www.ugh.hs.kr,45,"1,508",108
2015,고등학교,일반고,경기,경기,의정부시,상우고등학교,본교,기존(원)교,사립,480-850,경기도 의정부시 범골로 79 (의정부동.상우고등학교),www.sangwoo.hs.kr,30,914,63
2015,고등학교,일반고,경기,경기,의정부시,효자고등학교,본교,기존(원)교,공립,480-864,경기도 의정부시 부용로 165 (신곡동.효자고등학교),http://www.hyojago.hs.kr/.  http://효자고등학교.한국,39,"1,240",91
2015,고등학교,일반고,경기,경기,의정부시,송양고등학교,본교,신설(원)교,공립,480-080,경기도 의정부시 송양로 6 송양고등학교  (낙양동),http://songyang.hs.kr,10,304,24
2015,고등학교,일반고,경기,경기,의정부시,의정부고등학교,본교,기존(원)교,공립,480-808,경기도 의정부시 녹양로 29 (가능동.의정부고등학교),http://www.uigo.hs.kr,46,"1,515",110
2015,고등학교,일반고,경기,경기,의정부시,송현고등학교,본교,기존(원)교,공립,480-862,경기도 의정부시 용민로 159 (민락동.송현고등학교),www.songhyun.or.kr,38,"1,272",84
2015,고등학교,일반고,경기,경기,의정부시,호원고등학교,본교,기존(원)교,공립,480-854,경기도 의정부시 망월로 56 (호원동.호원고등학교),www.howon.hs.kr,38,"1,210",86
2015,고등학교,일반고,경기,경기,의정부시,동국대학교사범대학부속영석고등학교,본교,기존(원)교,사립,480-839,경기도 의정부시 시민로 363 . 동국대학교사범대학부속 영석고등학교 (용현동),www.youngseok.hs.kr,27,885,65
2015,고등학교,일반고,경기,경기,의정부시,발곡고등학교,본교,기존(원)교,공립,480-830,경기도 의정부시 동일로454번길 150 (신곡동.발곡고등학교),http://www.balgok.hs.kr,38,"1,074",88
2015,고등학교,일반고,경기,경기,의정부시,경민고등학교,본교,기존(원)교,사립,480-702,경기도 의정부시 서부로 545 (가능동.경민고등학교),http://www.kyungmin.hs.kr,30,993,64
2015,고등학교,일반고,경기,경기,이천시,이천제일고등학교,본교,기존(원)교,공립,467-050,경기도 이천시 애련정로 26 (안흥동.이천제일고등학교),www.2000.hs.kr,49,"1,425",131
2015,고등학교,일반고,경기,경기,이천시,다산고등학교,본교,기존(원)교,사립,467-080,경기도 이천시 경충대로 2856 (사음동.다산고등학교),www.dasan.hs.kr,24,749,56
2015,고등학교,일반고,경기,경기,이천시,이천고등학교,본교,기존(원)교,공립,467-803,경기도 이천시 아리역로16번길 1 . (증포동.이천고등학교) (증포동.이천고등학교),http://icheon.hs.kr,32,"1,008",67
2015,고등학교,일반고,경기,경기,이천시,율면고등학교,본교,기존(원)교,공립,467-891,경기도 이천시 율면 고당로 48 (율면.율면고등학교),www.yulmyun.hs.kr,3,53,12
2015,고등학교,일반고,경기,경기,이천시,부원고등학교,본교,기존(원)교,사립,467-902,경기도 이천시 장호원읍 서동대로 8857 (장호원읍.부원고등학교),http://www.buwon.hs.kr,18,538,42
2015,고등학교,일반고,경기,경기,이천시,이천양정여자고등학교,본교,기존(원)교,사립,467-020,경기도 이천시 영창로 119 (관고동. 이천양정여자중학교),http://www.icyj.hs.kr,30,995,65
2015,고등학교,일반고,경기,경기,이천시,효양고등학교,본교,기존(원)교,공립,467-865,경기도 이천시 부발읍 대산로545번길 55 (부발읍.효양고등학교),www.hyoyang.hs.kr,32,997,70
2015,고등학교,일반고,경기,경기,이천시,이현고등학교,본교,기존(원)교,공립,467-070,경기도 이천시 증신로 . 88,http://ihyeon.hs.kr,33,999,69
2015,고등학교,일반고,경기,경기,이천시,마장고등학교,본교,기존(원)교,공립,467-814,경기도 이천시 마장면 마도로 23 (마장면.마장중고등학교),www.majang.hs.kr,9,220,22
2015,고등학교,일반고,경기,경기,이천시,장호원고등학교,본교,기존(원)교,공립,467-902,경기도 이천시 장호원읍 샘재로 27-37 (장호원읍.장호원고등학교),www.janggo.hs.kr,21,594,46
2015,고등학교,일반고,경기,경기,파주시,파주여자고등학교,본교,기존(원)교,사립,413-812,경기도 파주시 월롱면 함영골길 10 (월롱면),http://www.paju.hs.kr,26,631,54
